ticket_key,category,type,confidence,reasoning,components
KHELP-11873,Permissions-Access-Security,Bug-Defect,95,"Users cannot access the Indonesia business unit due to a missing public group configuration, which is a defect in the permissions/access system that should be working properly.","Indonesia business unit, public group, user access permissions"
KHELP-11872,Service-Configuration,Bug-Defect,95,"The service cloning functionality is broken and redirecting users to error pages instead of successfully cloning services, which is a clear defect in the Service-Configuration area.","Service cloning, service pages, error handling, Salesforce Lightning interface"
KHELP-11871,Package-Search-UI,Bug-Defect,95,User cannot access package detail page functionality which indicates a broken UI component in the package search area.,Package detail page
KHELP-11870,Data-Configuration,Configuration-Setup,85,"User needs guidance on how to temporarily configure/disable validation rules during data cleanup operations, which is a system configuration setup question.","DataLoader.io, Itineraries, Validation rules, KaptioTravel.OnItineraries trigger"
KHELP-11869,Land-Service-Search,Bug-Defect,95,"The search functionality is broken as it fails to return results for certain date combinations despite having cached pricing data available, indicating a defect in the land service search logic.","Land service search, cache system, pricing data retrieval, date range search logic"
KHELP-11868,Builder-Add-Service,Bug-Defect,95,"The issue occurs when adding API rail services to an itinerary in the builder, where prices drop to $0 and errors occur during save, indicating a defect in the service addition functionality.","API Rail, Rail Search, Itinerary Builder, Railbookers API, Price Categories, Save functionality"
KHELP-11867,Payment-UI-Forms,Bug-Defect,95,"The ""Amount Gross"" field displaying as ""undefined"" in payment schedules indicates a broken UI display component that should show proper payment amount values.","Payment Schedules, Amount Gross field, Payment UI display"
KHELP-11866,Builder-Edit-Service,Bug-Defect,95,"This is a regression bug where itinerary item cloning functionality that previously preserved custom External Item Names stopped working after a version upgrade, and it involves editing services in the Itinerary Builder.","Itinerary Items, Costings, External Item Names, Cloning functionality"
KHELP-11865,Permissions-Access-Security,Bug-Defect,95,"This is a permissions bug where specific users receive ""Access Denied"" errors when trying to create trips, indicating broken access control configuration rather than a how-to question.","KaptioTravel.OnTrips, KaptioTravel.DMLManager.CRUDException, KaptioTravel__AppSettings__c, UAT environment, user profiles"
KHELP-11864,Builder-Add-Service,Bug-Defect,95,"The system throws multiple error messages when users try to add services to the Itinerary Builder, preventing normal functionality with DivisionByZero exceptions tracked in Sentry.","Price Model, Builder, Services, Price calculations, Price categories, Sentry errors"
KHELP-11863,Builder-Addons-Supplements,Bug-Defect,90,"This is a recurring defect in the itinerary builder where adding services with add-ons creates empty service lines, as evidenced by the reference to an existing fix request.","Add-ons, supplements, itinerary services, service lines"
KHELP-11862,Inventory-Allotment-Management,Bug-Defect,95,"The system is incorrectly changing inventory status from ""On Request"" to ""Allotment"" during booking conversion despite being within release days, which is a clear defect in the inventory allotment management logic.","Inventory status determination, Release days logic, Allotment management, Booking conversion process"
KHELP-11861,Permissions-Access-Security,How-To-Question,90,"The user is requesting information/guidance about their KTAPI organizational connections and limits, which relates to access permissions and security configuration.","KTAPI, connected organizations, production environment, developer sandboxes, full copy orgs"
KHELP-11860,Invoicing-Generation,Bug-Defect,95,"This is a defect where invoice images fail to display properly (showing black screen with loading icon), and it's specifically related to invoice functionality.","Invoice, Images, Customer Preview Page, Lightning Web Component (LWC)"
KHELP-11859,Land-Service-Search,Feature-Request,90,"The user is requesting a new ""free text"" time request feature for land service searches that doesn't currently exist, rather than reporting a bug or asking how to use existing functionality.","API search, time requests, excursions/tours, free text input, GHA booking system integration"
KHELP-11858,Builder-Timeline-Dates,Bug-Defect,95,"The issue involves broken date selection functionality in the itinerary builder that prevents users from creating new trips, which is clearly a defect in the timeline/dates component.","Date selection calendar, new trip creation workflow, date format display, UAT environment"
KHELP-11857,Data-Configuration,How-To-Question,85,"User is seeking guidance about whether a ""session cleaner"" system feature should be present in their configuration, which is a system configuration question requiring clarification.","Session cleaner, Borobudur deployment guide, system configuration"
KHELP-11856,Data-Configuration,Configuration-Setup,95,"User is requesting setup of API connections on a new sandbox org, which is a system configuration task rather than a bug or how-to question.","KTAPI, QUIP connection, TCETest sandbox, Prodly data seeding tool, admin account"
KHELP-11855,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is calculating incorrect amounts for passengers in a group booking who should have identical pricing, indicating a defect in the pricing calculation logic.","Group booking pricing, passenger pricing calculations, booking A21484, itinerary item 312878"
KHELP-11854,Permissions-Access-Security,How-To-Question,95,"The user is requesting detailed documentation and explanation of permission sets functionality, which is a guidance need related to access control and security permissions.","Kaptio Travel permission sets (Full Access, Sales Access, Finance Access, Pricing Access, Content Access)"
KHELP-11853,Booking-Wizard-Confirmation,Bug-Defect,90,"The code for collecting T&Cs acceptance in booking confirmation is failing to properly set timestamp and checkbox values, indicating a functional defect in the booking confirmation process.","Kaptio booking API, Salesforce integration, Terms & Conditions acceptance mechanism, booking records"
KHELP-11852,Builder-Add-Service,Feature-Request,95,"The user is requesting a change to default location behavior when adding promotions in the builder, which is a new capability to improve workflow efficiency.","Record Type selection, Location defaulting, Promotional services, Service location options"
KHELP-11851,Land-Service-Search,Bug-Defect,95,"User encountered an API error (300) during rail service search which represents a system malfunction, even though temporary.","API Rail search, search functionality, error handling"
KHELP-11850,Booking-Amendments,Bug-Defect,95,"The system is incorrectly passing version numbers instead of booking numbers during the amendment process, which is a clear defect in how booking amendments handle API requests.","RB Rail API, Amendment process, Booking requests, Version/Booking number handling"
KHELP-11849,Builder-Remove-Service,Bug-Defect,95,"This is a bug in the builder's service removal functionality where JavaScript errors prevent deletion after booking cancellation, requiring a refresh workaround.","Builder tab, Service deletion interface, lwcPopover.js, Dropdown UI elements"
KHELP-11848,Booking-Wizard-Confirmation,Bug-Defect,95,"The user encountered a specific error (300) during rail segment confirmation in the booking process, which is a clear system malfunction requiring investigation rather than guidance.","Rail segment confirmation, Error handling, Booking confirmation workflow"
KHELP-11847,Permissions-Access-Security,Configuration-Setup,95,"This is a request to configure user permissions by adding someone to a group for ticket access, which falls under permissions/access security setup.","LWT organization, user access permissions, ticket visibility"
KHELP-11846,Package-Configuration,Bug-Defect,85,"The clone button is configured in the page layout but not appearing in the Lightning interface as expected, indicating a defect in package display functionality.","Clone Button, Package record page, Page Layout, Lightning page highlights panel, Dynamic actions"
KHELP-11845,Pricing-Engine-Calculation,Bug-Defect,95,The pricing engine is malfunctioning by showing $0 for API hotels instead of pulling cached rates or falling back to next hotel options as designed.,"API hotels, packages, cached rates, hotel bundles, pricing engine, fallback logic"
KHELP-11844,Package-Departures,Data-Issue,95,"This involves managing tour departure data through bulk deletion operations based on date criteria, which is a data manipulation request rather than a bug or configuration issue.","Tour departures, Group Tours, Production environment, bulk deletion, date filtering"
KHELP-11843,Booking-Cancellation,How-To-Question,95,"User is asking ""Can we create Cancellation Policies based on Fixed Price?"" seeking guidance on system capabilities for booking cancellation functionality.","Cancellation Policies, Permission Sets, Cancellation Configurations, Fixed Price"
KHELP-11842,Passengers-Customer-Info,How-To-Question,90,"User is seeking guidance on merge function behavior and best practices for customer account management, not reporting a defect.","Merge function, accounts, contacts, itineraries, cost calculations, documentation"
KHELP-11841,Builder-Edit-Service,Bug-Defect,95,This is a defect in the Itinerary Builder's service editing functionality where service name updates are not synchronizing properly between the Builder view and Supplier Bookings tab.,"Itinerary Builder, Supplier Bookings, Service Name Synchronization"
KHELP-11840,Cabin-Room-Assignment,Bug-Defect,95,"The ticket describes an internal error preventing users from saving passenger reallocations, which is a clear system defect in the cabin/room assignment functionality.","Passenger Allocation tab, Save functionality, Internal Error, Core system"
KHELP-11839,Package-Configuration,Bug-Defect,95,"This is a bug where rail components in packages are failing to display selectable prices, indicating a configuration or system issue with package rail components.","Live Rail Component, Package rail segments, Pricing system"
KHELP-11838,Payment-UI-Forms,Bug-Defect,95,"This is a bug affecting payment UI forms where an expected ""Pay Now"" checkbox is missing from the balance payment interface, forcing users to use a workaround.","Payment page, Pay Now checkbox, Balance payments, Manual payment amount tab"
KHELP-11837,Documents-Generation-PDF,Bug-Defect,95,The ATOL certificate displaying recurring decimals is a document formatting defect that affects PDF generation functionality.,"ATOL Certificate, PDF document generation, number formatting, itinerary documents"
KHELP-11836,Builder-Add-Service,Bug-Defect,95,"User encountered an error when trying to add a service to a price model builder, with comments confirming an API sync issue causing the malfunction.","Price Model Builder, Itinerary, Service addition, API sync"
KHELP-11835,Booking-Amendments,Bug-Defect,95,"User encounters an error message when trying to update room category on package accommodation, indicating a defect in the booking amendment process.","Package booking, accommodation services, room category selection, error handling"
KHELP-11834,Costings-Margin-Markup,Bug-Defect,95,"User is experiencing consistent error messages when trying to add Custom Services in the Costings section, requiring page refreshes to retry the operation.","Custom Service, Costings, Add functionality, error handling"
KHELP-11833,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is incorrectly calculating package/bundle costs for the wrong number of rooms after an upgrade, indicating a defect in the pricing calculation logic.","Costing page, Package/Bundle pricing, Room calculations, Cost and sell prices"
KHELP-11832,Inventory-Allotment-Management,Bug-Defect,95,"The inventory status is not displaying correctly in the builder screen compared to what's recorded in the history, indicating a synchronization defect in the inventory status display system.","Builder screen, Inventory status display, History tracking, Allotment management"
KHELP-11831,Builder-Add-Service,Bug-Defect,95,"User is getting system errors (SOQL queries, package search errors) when trying to add hotel services to an itinerary, indicating broken functionality in the service addition process.","Hotel booking, pen/change button, add button, ADD PACKAGE functionality, PackageSearch, SOQL queries"
KHELP-11830,Booking-Quote-Management,Bug-Defect,95,"The automatic booking status update process is not working as designed when deposit payments are received, which is a clear defect in booking management functionality.","Booking status updates, deposit payment processing, status workflow transitions"
KHELP-12004,Package-Configuration,Bug-Defect,85,"The user has configured pricing rules in package components but these rules are being overridden by the system when applied to bookings, indicating a defect where the configuration is not working as designed.","Package component rules, single traveller supplements, flight add-ons, booking/itinerary building"
KHELP-12003,Builder-Locations,Feature-Request,95,"The user is requesting new functionality to make locations inactive in the Builder's location selection interface, which doesn't currently exist.","Builder interface, location selection, primary locations display, country/continent management"
KHELP-12001,Package-Search-UI,Bug-Defect,85,"The Package Search API is returning empty results while Package Advanced API works with similar parameters, indicating a defect in the search functionality.","KTAPI, Package Search API, Package Advanced API, API parameters"
KHELP-12000,Pricing-Engine-Calculation,Bug-Defect,95,"This is a pricing calculation bug where two systems (KTAPI and ASearch) are returning different prices for identical package parameters, indicating a defect in pricing consistency.","KTAPI, ASearch, package pricing, tax profiles, channels, currency conversion, service levels, occupancy parameters"
KHELP-11999,Package-Configuration,Feature-Request,85,"This involves implementing new package extraction endpoint functionality (feature development) rather than fixing broken functionality, and falls under package configuration for setting up extraction tools.","Package Extract Tool Endpoint, API-2091 asynchronous job handling, Rocky Mountaineer integration"
KHELP-11998,Land-Service-Search,Feature-Request,90,"The ticket requests specific enhancements to hotel service search functionality including new routing logic, caching behavior, and UI features for estimated pricing.","Hotel Price Cache, SPI, RBG hotel hub service connector, GP hotel service connection, KT hotel cache, Package search, Service search, UI estimated price display"
KHELP-11997,Package-Configuration,How-To-Question,85,"The user is seeking guidance and consultation on how to configure and implement monthly from pricing for packages on their website, which involves package configuration setup rather than fixing something broken.","monthly from pricing, packages, website pricing display, pricing strategy configuration"
KHELP-11996,Land-Service-Search,Bug-Defect,95,This is a bug in the service search functionality where inactivated supplier accounts are incorrectly appearing in search results when they should be filtered out.,"Account search, supplier search, account status filtering, Quest import"
KHELP-11995,Data-Configuration,Bug-Defect,75,"The ticket involves system configuration and UAT environment management, and the comments clearly indicate a reproduced error that needs to be triaged.","UAT environment, API connectivity, Quip integration, user authentication, Org ID 00DUE0000043hKf2AI"
KHELP-11994,Builder-Add-Service,Bug-Defect,95,"User encounters an error when trying to save services to an itinerary, indicating a defect in the service addition functionality within the Itinerary Builder.","Services, Thailand Trips, Itinerary, Save operation"
KHELP-11993,Email-Notifications-Sending,Bug-Defect,95,"The user reports email sending functionality is broken with error details and screenshots, clearly indicating a defect in the Email-Notifications-Sending system.","Kaptio email component, Production itinerary, Error task record"
KHELP-11992,Payment-Processing,Bug-Defect,95,This is a payment processing defect where CSRF cookie errors are preventing customers from completing payments that were previously working.,"CSRF cookies, webcheckout, RTR Packages, Braintree webhook"
KHELP-11991,Booking-Cancellation,Bug-Defect,95,"The user is encountering an error message during the standard itinerary cancellation process, indicating a system malfunction in the booking cancellation functionality.","Itinerary cancellation, Cancellation and Curtailment case, Full cancellation option, Recalculation system, Error handling"
KHELP-11990,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is incorrectly including rejected departures in calculations when they should be excluded, indicating a defect in the calculation logic.","Pricing overview calculation, Tour Departures, departure status filtering"
KHELP-11989,Package-Configuration,How-To-Question,95,"User is asking ""how do I create new packages"" and mentions being ""stuck"" in creating one, which indicates they need guidance on package configuration processes rather than reporting a defect.",KaptioTravel__Component__c
KHELP-11988,Data-Configuration,Bug-Defect,95,"Admin user is experiencing an error when trying to save currency configuration changes, indicating a defect in the system's data configuration functionality.","Currency configuration, Default Currency setting, Admin interface, Save functionality"
KHELP-11987,Builder-Remove-Service,Bug-Defect,95,"The delete functionality in Itinerary Builder is not working as designed (service line persists after deletion), which is a clear defect in the remove service capability.","Itinerary Builder, Service line removal, Delete functionality"
KHELP-11986,Land-Service-Search,Feature-Request,95,"The user is requesting a new capability to display train names in API Rail search results to match RB Rail functionality, which falls under land service search enhancement.","API Rail search, train name display, first segment information, RB Rail comparison"
KHELP-11985,Builder-Add-Service,Bug-Defect,95,"The flight placeholder functionality is broken and not working as designed when adding flight services beyond 7 months, pulling incorrect routing and timing data despite correct information existing in Amadeus.","Flight placeholder, Amadeus integration, flight routing data, airport/time information"
KHELP-11984,Builder-Edit-Service,How-To-Question,95,"User is seeking consultation and documentation about how service property changes propagate to itinerary items, which is clearly a guidance request about the Builder-Edit-Service functionality.","Itinerary items, service properties, content updates, service times, supplier emails"
KHELP-11983,Data-Configuration,Configuration-Setup,90,"The ticket requests updating API connection configurations for hotel services in UAT environment with new credentials and endpoints, which is a system configuration task.","HotelBeds API, DerbySoft API, UAT environment, API endpoints, hotel configurations"
KHELP-11982,Pricing-Engine-Calculation,Performance-Issue,90,"The ""Apex CPU time limit exceeded"" error during calculation indicates the pricing engine is timing out due to performance constraints, which is a classic performance issue rather than a general bug.","Builder, Group builder, Pricing overview, Calculation process, Apex CPU time limit"
KHELP-11981,Costings-Margin-Markup,Bug-Defect,95,"This is a bug in the costing functionality where buttons that should be active are inactive, preventing normal costing operations from being performed.","Costing tab, costing buttons, itinerary interface"
KHELP-11980,Booking-Wizard-Confirmation,Bug-Defect,95,"The ticket describes a system error during hotel booking confirmation where external calls succeed but Kaptio fails to complete the reservation, indicating a defect in the booking confirmation process.","Live Hotel Confirmation, Gateway Provider (GP), Data Source (DS), accommodation reservation system"
KHELP-11979,Service-Configuration,Bug-Defect,95,"This is a regression bug in manual rail service configuration that started after version 20.2.14 deployment, where previously working functionality now generates errors.","Manual rail services, rail segments, service location junctions, departure point validation, station selection dropdowns"
KHELP-11978,Builder-Add-Service,Bug-Defect,95,"The user cannot add services to itineraries due to a broken KTAPI synchronization, which is a system defect preventing normal functionality.","KTAPI, KTDev environment, Itinerary services, API synchronization"
KHELP-11977,Data-Configuration,How-To-Question,85,"User is requesting consultation on browser requirements and system compatibility configuration, not reporting a defect but seeking guidance on setup decisions.","Browser compatibility, Edge Chromium, Salesforce platform, community documentation"
KHELP-11976,Price-Lines-Display,Bug-Defect,95,"The user is reporting duplicate SELLDISCOUNT price lines appearing on itinerary items which is a defect in how price lines are being displayed/created, not a question about usage.","itinerary items, price lines, SELLDISCOUNT price lines"
KHELP-11975,Booking-Amendments,Bug-Defect,95,"Services with ""Confirmation Not Needed"" status are incorrectly changing to ""Unconfirmed Amendment"" during booking operations, which is a clear defect in the booking amendment process.","Confirmation status management, Trip Protection services, Promotions, Make-a-Wish services, booking conversion, cancellation process, date changes"
KHELP-11974,Permissions-Access-Security,Configuration-Setup,95,"Users cannot access Service records and Component data despite configured permission sets, indicating a permissions configuration issue rather than a system defect.","Services records, Package records, Components, Permission sets, Sandbox environment"
KHELP-11973,Permissions-Access-Security,Bug-Defect,85,"User cannot access a discount record they should be able to open, indicating a permissions or access control malfunction rather than a pricing functionality issue.","Discount records, Salesforce Lightning interface, record access permissions"
KHELP-11972,Performance-Slow-Response,Performance-Issue,95,"Users are experiencing latency and slow response times during peak hours, which is a clear performance issue requiring system optimization.","ASearch, Itinerary Creation, peak hours performance"
KHELP-11971,Costings-Margin-Markup,Bug-Defect,90,"The auto-refresh functionality on the costings page is incorrectly calculating insurance amounts and booking totals when service levels are changed, which is a defect in the costing calculations system.","Costings page, Insurance calculations, Auto-refresh, Service level changes, Booking totals"
KHELP-11970,Email-Notifications-Sending,Bug-Defect,95,"The email sending system is malfunctioning with failure responses when trying to send confirmation documents, indicating a defect in the email notification functionality.","Confirmation documents, Email system, Email records, SITFULL environment"
KHELP-11969,Passengers-Customer-Info,Feature-Request,85,"User is requesting the ability to disable the 'Link to Person Account' button in the passenger management interface, which is a new configuration capability they want added.","Passengers tab, Itinerary UI, passenger line items table, Link to Person Account button, right-click context menu"
KHELP-11968,Tax-Calculation,Feature-Request,95,"The user is requesting a change to how TOMS tax calculations work (from exclusive to inclusive of tax) based on research, which is a request for new/modified functionality rather than a bug report.","TOMS, Tax calculation logic, Margin calculations, Pricing breakdown"
KHELP-11967,Builder-Locations,Bug-Defect,95,"The location selection interface in the Itinerary Builder is not displaying full location names properly, which is a functional defect preventing users from distinguishing between similar location names.","Location selection interface, Itinerary Builder, Services, Price Models"
KHELP-11966,Package-Configuration,Bug-Defect,95,"This is a defect in how packages are configured to handle child occupancy that started after a version update, not a user guidance issue.","Package services, child occupancy handling, passenger occupancy configuration"
KHELP-11965,Document-Delivery-Issues,Bug-Defect,95,"The user reports broken itinerary links that were previously working, which is a clear defect in the document delivery system for customer-facing itineraries.","Customer itinerary links, document delivery system, client-facing documents"
KHELP-11963,Package-Search-UI,Bug-Defect,95,"Package search interface is completely broken and not returning results with specific API errors, making this a clear production defect in the search functionality.","Package search, Web checkout, B2C checkout, API proxy, kecommerce API, rockymountaineer API"
KHELP-11962,Builder-Add-Service,Bug-Defect,95,"This is a defect in the Itinerary Builder's manual rail service addition where fare class input doesn't connect to actual pricing, causing incorrect pricing while displaying wrong information to customers.","Manual Rail services, Itinerary Builder, fare class entry, price categories, pricing system, customer documents"
KHELP-11961,Payment-UI-Forms,Bug-Defect,95,"The payment information screen is incorrectly closing and redirecting after validation rule errors instead of staying open for correction, which is broken UI behavior in the payment forms.","Payment Information screen, validation rules, KaptioTravel__Transaction__c, Transfer Booking Name field, Payment Type field"
KHELP-11960,Builder-Edit-Service,Feature-Request,95,This is a request to change how the builder screen displays rail service times (enhancement rather than bug fix) and involves editing/displaying services in the itinerary builder.,"Manual rail services, builder screen, rail segments, default service times, rail schedule times"
KHELP-11959,Passenger-Data-Entry,Bug-Defect,95,"The calendar picker for passport expiration date in PGI has incorrect positioning logic causing display issues, which is a clear UI defect in the passenger data entry workflow.","PGI screen, passport expiration date field, calendar picker, date selector UI"
KHELP-11958,Permissions-Access-Security,Configuration-Setup,95,"This is a request to configure user access permissions for the K-helps system, which is a standard administrative setup task involving access security.","K-helps system access, user permissions, access control"
KHELP-11957,Builder-Add-Service,Bug-Defect,95,"User encounters errors when adding QUIP services to an itinerary through the Builder, which is a broken functionality in the service addition feature.","Itinerary Builder, QUIP Accommodation, QUIP Activity, GP Accommodation Authentication, Connect Land Supplier"
KHELP-11956,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is failing to correctly calculate per-passenger pricing when additional services are added to itineraries, which is a clear functional defect in the core pricing calculation system.","Passenger pricing fields, pricing calculations, costings table, total amount net, commission calculations, promotion lines"
KHELP-11955,Builder-Remove-Service,Bug-Defect,95,"The Builder's delete functionality is broken as existing lines reappear after deletion attempts, requiring a workaround to make deletions persist.","Itinerary Builder, line deletion, save functionality, Cancel Manually action"
KHELP-11954,Email-Notifications-Sending,How-To-Question,95,"User is seeking guidance about the process and responsibilities for monitoring error emails sent to a specific address, which falls under email notifications functionality.","Email alerts, audley.errors@kaptio.com mailbox, monitoring process, error handling workflow"
KHELP-11953,Builder-Add-Service,Bug-Defect,95,"The user is encountering an error when adding an Activity service to an itinerary in the Builder, which is a clear defect in the Builder-Add-Service functionality.","Itinerary Builder, Builder tab, Activity service, Quip service"
KHELP-11952,Builder-Add-Service,How-To-Question,90,"The user is asking for guidance on how to hide price categories on the ""add service Page"" which falls under itinerary builder service addition functionality, and they're specifically asking ""Do you have any exist solution?"" indicating they need consultation rather than reporting a defect.","add service page, price categories, optional components, itinerary items, apex class"
KHELP-11951,Inventory-Allotment-Management,Bug-Defect,95,"The Sailing Admin Team cannot access inventory management functionality that was working before a system upgrade, indicating a defect in the inventory allotment management system.","Inventory page, Service module, user permissions, FUJI upgrade"
KHELP-11950,Builder-Add-Service,Bug-Defect,95,"User cannot select dates when creating flight legs, indicating broken functionality in the itinerary builder's add service feature.","Flight leg creation, date picker, departure date, arrival date"
KHELP-11949,Documents-Generation-PDF,Bug-Defect,90,"Sales proposal content links are failing with ""URL No Longer Exists"" errors, indicating a defect in the document generation process where embedded links are no longer valid.","Sales Proposals, Content links, Salesforce URLs, KTCustomerSalesGroup"
KHELP-11948,Documents-PNR-Import,Bug-Defect,95,"The PNR import process is malfunctioning by dropping costs to £0 during import, which is a clear system defect affecting the Documents-PNR-Import functionality.","PNR import, cost calculations, itinerary item history, system logs"
KHELP-11947,Passenger-Data-Entry,Configuration-Setup,95,"The user is asking how to configure the system to disable the 'link to person account' option in the passenger data entry interface, which is a configuration/setup question rather than a bug or feature request.","Passenger tab, person account linking, right-click context menu, passenger layout, person account field"
KHELP-11946,Data-Configuration,Bug-Defect,85,"The enquiry creation system has incorrect logic for Business Unit assignment that produces wrong results, requiring a configuration change from Public Groups to Record Type-based assignment.","Enquiry Creation, Business Unit assignment logic, Public Groups, Record Type, User permissions"
KHELP-11945,Pricing-Engine-Calculation,Bug-Defect,95,"The ticket describes an error occurring when modifying group size in the price model with an unexpected limitation, indicating a defect in the pricing calculation system.","Edit Price Model, Group size configuration, Pricing parameters"
KHELP-11942,Document-Delivery-Issues,Bug-Defect,95,"External URL links for sharing final itineraries are broken and producing error messages, which is a clear defect in the document delivery functionality.","External URL links, final itineraries, error messages, external user access"
KHELP-11941,System-Error-Exception,Bug-Defect,95,"Multiple public pages across different functional areas stopped working due to a system-wide URL configuration issue, which is a clear system error/bug that was resolved by updating Kaptio settings.","Public pages, PaymentHandler, ItineraryPersonalizedView, SupplierAction, Kaptio URL settings"
KHELP-11940,Package-Search-UI,Performance-Issue,95,"The ticket describes slow response times from the package advanced search API, which is clearly a performance issue within the package search functionality.","PackageAdvanced 2.0 API, Kaptio TEST environment, Rocky Mountaineer SITFULL instance, Version 16.1.34"
KHELP-11938,Pricing-Engine-Calculation,Configuration-Setup,85,"User is requesting API credentials to test pricing functionality, which requires system configuration to provide access rather than addressing a defect.","API, Pricing requests"
KHELP-11937,Builder-Edit-Service,Feature-Request,95,"User is requesting new functionality to add Price Line Modal access to Builder itinerary item actions dropdown, which is a feature enhancement for the builder interface.","Price Line Modal, Builder itinerary item actions dropdown, Builder interface"
KHELP-11936,Pricing-Engine-Calculation,Performance-Issue,95,"This is about the pricing calculation engine taking too long to process trips with more than seven passengers, clearly indicating a performance issue with the pricing calculation functionality.","Trip pricing, passenger count processing, pricing calculation engine"
KHELP-11935,Builder-Locations,Data-Issue,90,"This involves missing location data in itinerary items within the builder context, representing a data quality issue where locations are not properly populated.","Itinerary items, Services, Location data, Analytics"
KHELP-11934,Email-Notifications-Sending,Feature-Request,95,"The user is requesting new functionality to CC internal emails on supplier cancellation notifications, which is currently not available out of the box.","Email notifications, supplier cancellation emails, CC/BCC functionality"
KHELP-11933,Builder-Edit-Service,Configuration-Setup,95,"This involves configuring field-level permissions for editing services in the Itinerary Builder, specifically setting up read-only access controls through page layouts and profile assignments.","Itinerary Item details screen, Itinerary costings screen, Itinerary Price Lines, page layouts, user profiles, permissions"
KHELP-11932,Availability-Checking,How-To-Question,95,"User is requesting explanations and guidance about how the ""Re-check Inventory"" button works and best practices for using this availability-checking feature.","Re-check Inventory button, Supplier Bookings tab, itinerary items, quote/booking states"
KHELP-11931,Builder-Edit-Service,How-To-Question,90,"The user is requesting explanations and best practices for various refresh button functionalities across the system, primarily focusing on builder refresh operations which relates to editing/updating services in the itinerary builder.","Refresh Builder button, Refresh Costings button, Supplier Bookings tab, Live Service refresh, Quote management, Booking management"
KHELP-11930,Costings-Margin-Markup,How-To-Question,95,"User is requesting explanation of ""Recalculate All"" button behavior in costings screen and best practices, which is a clear how-to question about costing functionality.","Costings screen, Recalculate All button, quote/booking states, field updates"
KHELP-11929,Booking-Quote-Management,How-To-Question,95,"User is asking for understanding of expected system behavior during quote-to-booking conversion, which is a guidance question within the booking quote management process.","Convert to Booking button, inventory management, pricing engine, quote conversion process"
KHELP-11928,Land-Service-Search,How-To-Question,95,"The user is seeking guidance and understanding about Live Rail API call parameters and system behavior, not reporting a defect, and this primarily involves land service search functionality.","Live Rail API, Service Search, Itinerary Builder, API Parameters, Package Management"
KHELP-11927,Booking-Quote-Management,Data-Issue,85,This involves managing a confirmed booking that contains inappropriate test data causing finance system integration problems.,"confirmed booking, finance system integration, test data"
KHELP-11926,Builder-Edit-Service,Bug-Defect,95,"The itinerary service status should automatically update after API cancellation but is not working as designed, indicating a defect in the service editing/status update functionality.","HotelBeds API integration, Itinerary Item UI, API Cancellation operation, OTA_Cancel XML processing, Service status display"
KHELP-11925,Builder-Add-Service,Bug-Defect,90,"This is a Builder-Add-Service issue because the user cannot add cruise services to the itinerary builder despite them being available, and it's a Bug-Defect because the service selection is not working as expected.","Itinerary Builder, Cruise Service selection, Service Record Types configuration, Kaptio Settings"
KHELP-11924,Package-Configuration,Bug-Defect,95,"The user is encountering an error when trying to configure excluded countries for a package, which is a clear defect in the package configuration functionality.","Excluded countries, Trip configuration, Country restrictions, Error handling"
KHELP-11923,Builder-Edit-Service,Bug-Defect,95,"This is about editing services in the Itinerary Builder where service names are not updating properly and displaying inconsistently, which is broken functionality.","Group Builder, Service Names, Builder Screen, Service Configuration"
KHELP-11922,Builder-Remove-Service,Bug-Defect,95,"The system is incorrectly referencing a deleted itinerary item during date validation, which is a clear defect in the service removal functionality.","Itinerary item deletion, date validation, error handling, data integrity"
KHELP-11921,Package-Departures,Bug-Defect,95,"The system is incorrectly displaying a red triangle for missing pricing on package departure dates when pricing actually exists, which is a clear display defect in the package departures functionality.","Package shop, package departure availability, pricing display indicators, Amtrak rail integration"
KHELP-11920,Email-Notifications-Sending,Configuration-Setup,95,"This involves configuring SendGrid domain authentication for email sending, which is a setup/configuration task rather than a bug or feature request.","SendGrid, domain authentication, DNS records (CNAME/SPF/DKIM), email deliverability"
KHELP-11919,Data-Configuration,Bug-Defect,90,"The admin cannot enable live currency conversion for JOD currency due to a disabled checkbox, indicating broken configuration functionality rather than a user guidance need.","Currency configuration interface, JOD (Live) currency, Live Currency Conversion checkbox, admin panel"
KHELP-11918,Data-Configuration,Configuration-Setup,95,"The user is requesting setup of API connections and data configuration in a new sandbox environment, which is clearly a system configuration task rather than a bug or question.","Kaptio API (KTAPI), QUIP connection, TCEDev8 sandbox, Prodly data seeding tool, KTAPI dashboard"
KHELP-11917,Tax-Calculation,How-To-Question,95,"User is explicitly asking for confirmation and clarification on how tax calculation system works rather than reporting a defect, and this directly relates to tax calculation functionality.","KaptioTravel__Tax__c, KaptioTravel__TaxProfile__c, KaptioTravel__CommissionTaxProfile__c, KaptioTravel__Brand__c, KaptioTravel__TaxGroup__c, tax profiles, sales tax, reseller commission tax"
KHELP-11916,Costings-Margin-Markup,Bug-Defect,85,The margin option being disabled in profitability strategy dropdowns when it should be selectable indicates a defect in the margin/costing configuration functionality.,"Business unit configuration, Service Profitability Strategy, Package Profitability Strategy, Margin dropdown"
